TFBS-name fold-change pvalue adj-pvalue number-of-hits
Tcf21 1.50795385360497 2.14005912196978e-10 7.81250498743185e-10 502
MEF2A 1.44486934081434 2.25487469854507e-10 8.1823596845408e-10 494
ZNF740 1.56709442715277 2.57539987805533e-10 9.28983527441388e-10 535
Hand1-Tcf3 1.35980609049167 3.66330785151916e-10 1.31358849587018e-09 460
Atoh1 1.47241041081008 4.73460210038595e-10 1.68774639578464e-09 499
NFIA 1.37190324117169 8.96539798682659e-10 3.17721121638416e-09 433
TFAP2C 1.48697964047836 1.16898580457735e-09 4.11863603240623e-09 511
RORA(var.2) 1.35319439326687 1.45798861341917e-09 5.10717398689026e-09 450
POU6F2 1.36608706991001 1.48833059039125e-09 5.18349619412125e-09 480
E2F6 1.35015590009006 2.03207863256177e-09 7.0367980076139e-09 456
MEF2B 1.41111371666367 2.35743950841004e-09 8.11709285282094e-09 471
FOXD2 1.34489807564538 2.39472163622006e-09 8.19887746638055e-09 454
INSM1 1.34347820933387 3.42080203742473e-09 1.16336302309003e-08 448
Hic1 1.33366742158354 3.43633632232863e-09 1.16336302309003e-08 460
RARA-RXRA-IR6 1.41626137090454 5.06891945041807e-09 1.70653621497408e-08 449
HOXA13 1.34084683012637 8.92981378686157e-09 2.98976085902658e-08 461
MEF2D 1.38167824670457 1.05904244137888e-08 3.5262621949209e-08 477
ZIC1 1.34480881826975 1.40080310312606e-08 4.63872503002399e-08 445
Sox5 1.31542859559792 1.45456296846493e-08 4.79057151570514e-08 468
ZIC3 1.34974890971896 1.48052125906157e-08 4.8497074756287e-08 435
Foxo1 1.3146074583259 2.18408376422435e-08 7.11588581247289e-08 462
Sox17 1.32608913302828 2.4761858048513e-08 8.02443100395663e-08 423
LIN54 1.39358133668051 2.82911664252774e-08 9.11938662431814e-08 472
USF1 1.35758499212521 3.02175452901378e-08 9.68880023588544e-08 460
TEAD3 1.30699638611804 4.88912997922906e-08 1.55937514074359e-07 459
TFAP2A(var.2) 1.41903582692708 6.09878746840314e-08 1.93500796117922e-07 461
RARA-RXRA-ER4 1.36992904209565 8.4056405643853e-08 2.65303030313411e-07 451
KLF14 1.31051268784184 1.07140198752215e-07 3.36409121470686e-07 442
Gata1 1.29830533817108 1.09027032877021e-07 3.40568978986982e-07 450
NRF1 1.38602097803714 1.14473056723786e-07 3.55747037818536e-07 478
PKNOX2 1.37519801952306 1.15797866959424e-07 3.58028098864342e-07 463
EGR4 1.32837869775749 1.23756631267456e-07 3.80692987553697e-07 438
RARA-RXRA-IR0 1.34030029334947 2.74013355115737e-07 8.38646935354224e-07 463
RHOXF1 1.28909857811571 2.87601600582494e-07 8.74002596758962e-07 436
FOXO3 1.29041517709248 2.88449701900648e-07 8.74002596758962e-07 431
Hoxd9 1.31290170319019 2.93688860047489e-07 8.8544999596407e-07 445
Sox1 1.35368020309684 3.20775152231235e-07 9.62325456693705e-07 444
Mecom 1.30973859185689 4.1954295013132e-07 1.25242870827379e-06 441
DMRT3 1.28421049020023 5.5840447453766e-07 1.65878976259717e-06 433
GSX2 1.31579452935827 6.74411889963472e-07 1.99362734301397e-06 457
Crx 1.27809169444827 7.36060097394474e-07 2.16530300495656e-06 439
Lhx3 1.39224058808404 8.29449417569484e-07 2.42824322244979e-06 471
TGIF2 1.36808435245738 8.64979171909754e-07 2.52008354892938e-06 461
RXRA-VDR 1.2829683672649 9.3716965808985e-07 2.71734360192559e-06 429
SMAD2-SMAD3-SMAD4 1.27818812706621 1.05511966952311e-06 3.04477390348097e-06 448
RORC 1.28229322614677 1.11227933303206e-06 3.19450841619634e-06 413
MYF6 1.35619474206781 1.31375980191058e-06 3.75536999980101e-06 464
ZIC4 1.28805844575267 1.33585308922089e-06 3.80059611299466e-06 424
NFIL3 1.31145366017122 1.35944850435174e-06 3.84965324129511e-06 453
PROP1 1.37302126787067 1.44414437678177e-06 4.07047205734769e-06 460
SOX21 1.317912369218 1.55098945899824e-06 4.3513870933006e-06 436
Hmx3 1.30753198425258 1.71047760332606e-06 4.77672547288291e-06 427
FOXI1 1.25915892482154 1.98791342611995e-06 5.52603456985637e-06 448
EGR3 1.28634412929853 2.45108080558639e-06 6.78244277710207e-06 420
FOXG1 1.26364563878562 2.54768010593484e-06 7.01770065543869e-06 425
GATA1-TAL1 1.27761630095896 2.61060259392146e-06 7.15848494079822e-06 415
GATA6 1.26312379219548 3.53800156054779e-06 9.65778804365747e-06 437
Hmx2 1.28619922146059 4.13309109168794e-06 1.12316287065601e-05 422
FOXO6 1.25177724164262 6.07420324920618e-06 1.6432889147406e-05 426
CDX1 1.26311065448195 6.42054946755236e-06 1.72926798992743e-05 426
TEAD4 1.25316031510923 6.87507527675678e-06 1.84349363615691e-05 425
NKX6-1 1.28362559697586 7.01275511715792e-06 1.87212757753203e-05 452
FOXO4 1.24271927726082 7.99475102504044e-06 2.1249206671818e-05 440
TEAD1 1.24589413251658 1.07636164836115e-05 2.84836313933125e-05 418
Pitx1 1.24478961184688 1.11442496210648e-05 2.93626750885446e-05 423
TGIF1 1.31934499165768 1.19107581617289e-05 3.12464045281718e-05 440
TP53 1.34845158824582 1.28695761026356e-05 3.36162203370569e-05 442
Twist2 1.32050379061975 1.3193233893031e-05 3.43137327861664e-05 459
ESX1 1.28998497035179 1.51348777408186e-05 3.91954526108379e-05 424
RARA-RXRA-ER7 1.29167007195127 1.78675327512564e-05 4.60754248819633e-05 423
mix-a 1.30010520856618 1.93238240406775e-05 4.96196498671633e-05 446
RAX 1.28711764455693 2.0247465999129e-05 5.17720016686589e-05 427
HOXD13 1.24254947393512 2.98522682942359e-05 7.60103974214578e-05 424
PKNOX1 1.28594445207475 3.4378942133973e-05 8.71700373773541e-05 446
TFAP2B(var.3) 1.31838864205168 3.64681239929859e-05 9.20820130822893e-05 454
NEUROG2 1.28802279426113 4.23551153464433e-05 0.000106502904149148 438
BCL6B 1.2333904196931 5.49196934352651e-05 0.000137526174470127 412
FOXF2 1.22493115506923 5.64019483994148e-05 0.000140656710823232 418
HOXB3 1.2478617218051 5.74112488849296e-05 0.000142586954197817 413
MYC 1.27591099583723 6.34582723267422e-05 0.000156962094000023 424
GSC 1.22445065293348 6.41415950252763e-05 0.000158007343842754 407
HNF1A 1.30902529830128 6.89528460645587e-05 0.000169171759980253 434
TFEB 1.27942279536022 7.21839293552032e-05 0.000176384924150214 423
ISL2 1.21828234815539 7.30820300219317e-05 0.000177862289932894 431
Hmx1 1.24001371088714 8.39373509559516e-05 0.000203464138717227 406
BHLHE23 1.28462955578113 9.81646554748767e-05 0.000237003112421415 440
Barhl1 1.2212506879943 0.000104418819644862 0.000251102399622167 425
FOXD1 1.20797883501091 0.000121820401871554 0.000291791160214077 415
MEOX2 1.25036421842898 0.000125727875912873 0.000299964932296066 426
VAX2 1.25576490255521 0.000142436938767843 0.00033849719566005 405
ISX 1.24804116150607 0.000150395910572748 0.000356015319558927 414
LBX2 1.24327745662749 0.000153299479212556 0.000361476593007039 404
TFEC 1.24946118472543 0.000157565662982952 0.000370096092122749 434
RARA-RXRA-IR2 1.2530559143085 0.00016623987550095 0.000388962797504154 407
Dlx4 1.24133351704721 0.000178215747317039 0.000415379780285099 406
VAX1 1.2431452438654 0.000189507355450731 0.000440005583920087 442
HOXA10 1.22014337482699 0.000196880253882133 0.000455379518521269 406
Nobox 1.22323195620135 0.00019972560721221 0.000458873315199583 419
NKX6-2 1.22592472897939 0.000199905206621601 0.000458873315199583 426
RFX4 1.27342892237446 0.000218793102704955 0.000500334415996991 414
Arx 1.26945981544782 0.000245244645339683 0.000558715244646044 419
HOXB13 1.20325168960831 0.000279119886218985 0.000633508056362191 420
PBX3 1.20536137332618 0.000294087221958792 0.000664988270548613 397
POU6F1 1.28990310925356 0.000297253031856956 0.000669648094071805 450
LMX1B 1.23839442161678 0.000317610178980246 0.00071285840171122 424
NR1A4-RXRA 1.23774029975944 0.000330660994426866 0.000739411670194394 406
RARA-RXRA-ER6 1.24015509086332 0.00037521690091489 0.000835961183655968 390
HLTF 1.19504177266336 0.000405901983163039 0.000901013193394878 405
Phox2b 1.23959304079754 0.000415728664194859 0.000919458286503959 429
RFX3 1.26800979560657 0.000419752895521878 0.000924982744313667 410
EVX1 1.2178749665732 0.000479574482490397 0.00105297875503326 420
FOSL1 1.22334745667387 0.000509058183594399 0.00111367963631121 422
DUX4 1.19562132220609 0.00053417764033889 0.00116443039584665 404
Dlx1 1.23723618599721 0.000569736649341113 0.00123749250717102 405
NR4A2-RXRA 1.22873442704768 0.000576676097309351 0.00124599806410027 403
GSX1 1.21324295336487 0.000577764778897981 0.00124599806410027 406
Dlx2 1.22356718501667 0.000597212216009604 0.00128337093227596 412
ZNF24 1.223886193459 0.00063560357594663 0.00135633023035667 409
LHX9 1.21781158803938 0.000635639909936129 0.00135633023035667 412
GCM1 1.18452152920864 0.000671736485202666 0.00142832389485198 411
EMX2 1.22823313580844 0.000693609783530849 0.00146967667419474 413
Dlx3 1.21487917005126 0.000729722939981369 0.00154080871647634 384
SREBF2 1.18221050898267 0.000816959037727899 0.00171901797521912 407
NOTO 1.22012047235101 0.000864431195430716 0.00181261351014192 408
EMX1 1.21297957449104 0.0008925029773711 0.00186502346305823 425
MEOX1 1.20906219747952 0.000952545248754467 0.0019836509303959 424
PHOX2A 1.22545769455111 0.000956222916666615 0.00198449002568482 402
Rfx1 1.19831954203146 0.00105288425636732 0.00217763774525118 395
TAL1-TCF3 1.20686828528518 0.00111934472762979 0.00230722076511446 403
OLIG1 1.22856049207636 0.00171895854654463 0.00353114874307134 410
LMX1A 1.23328032163297 0.00182784741148098 0.00374214706539687 424
STAT1-STAT2 1.17685716477134 0.00186531606035351 0.00380599842617585 386
BHLHE22 1.21648640525786 0.00193657705395734 0.00393813991509446 415
Gata4 1.16613619427065 0.00204381233864586 0.00414230861946285 388
ZNF143 1.16751968890991 0.00233001545253924 0.00470663121412926 385
GATA2 1.16541215827892 0.0024087501394419 0.00483151492073905 379
HOXB2 1.18234588926469 0.00241009068639643 0.00483151492073905 394
GBX2 1.18337456569388 0.00241673712483648 0.00483151492073905 399
RARA-RXRA-ER0 1.18863683719076 0.00242373025726843 0.00483151492073905 407
GBX1 1.1964425935642 0.00245499200290359 0.00487778738937567 378
HES7 1.22089819647141 0.00247297500198646 0.00489746029805162 420
Alx1 1.21206491075653 0.00317085838393228 0.00625908853636144 385
TFAP2C(var.3) 1.2295540500727 0.00326571713490233 0.00642540449269744 415
TP73 1.21250393561523 0.00329332453376486 0.00645875296913108 388
RFX2 1.21694260777221 0.00343016170146261 0.00670541287447208 405
PITX3 1.15241414126738 0.00366220197097864 0.00711314420146399 404
PAX5 1.15571904125045 0.00366221285619928 0.00711314420146399 393
LHX6 1.20832625122015 0.0036917187406665 0.0071475449100444 413
ONECUT3 1.16646060944834 0.00398613052763231 0.00769297802466618 384
TEAD2 1.15063090535971 0.00404445259063594 0.00778075641246153 391
TFAP2A(var.3) 1.21475541919603 0.00439878423160852 0.00843564317833786 416
HNF1B 1.20450617609734 0.0046451047645047 0.00887991636369036 398
EVX2 1.16983758560188 0.00501598572167937 0.0095587652432003 384
HOXA2 1.16453869943701 0.00517123793496107 0.00982373099870347 386
JUN 1.16194986642353 0.00545879861526062 0.0103375998776498 388
LHX2 1.18358860827174 0.00560975398028667 0.0105903766730646 400
NEUROD2 1.16834555613513 0.00701030087139329 0.0131932991554793 410
MSX1 1.15164464367611 0.00738339505842504 0.0138524377876334 387
SOX8 1.15129918680785 0.00773691594694261 0.0144708983452075 384
Alx4 1.18132564978389 0.00809753862302406 0.0150893887490871 381
TBX19 1.1959755372602 0.00811739394752869 0.0150893887490871 382
SHOX 1.15351240545081 0.00894293361902271 0.016573143037088 408
ZNF354C 1.15019884074854 0.00909974689322881 0.0168123372478557 305
HEY1 1.1759028326982 0.00956588871452376 0.0176198436504602 397
HLF 1.16877079700675 0.0105326596608297 0.0193417931953418 403
T 1.1830351906267 0.0106782016772765 0.0195498193849836 399
OTX2 1.12967825020056 0.0109563031708382 0.0199985533780963 399
MEIS2 1.12619285800478 0.0117557546680417 0.0213933553418416 392
Ddit3-Cebpa 1.12668509985464 0.0128100106318059 0.0232421150984263 408
GSC2 1.12607759258327 0.0136520466578925 0.0246959411184563 393
Neurog1 1.1561240468766 0.0147038162627343 0.0265193829024315 373
Spz1 1.12279318234064 0.0150837946134755 0.0271239748835792 380
MTF1 1.1268626372814 0.0152874395860948 0.0273730472417601 385
RARA-RXRA-ER5 1.15008848590659 0.0153126452392024 0.0273730472417601 370
MIXL1 1.15193708938437 0.0168832309162356 0.0300918762801141 384
EGR2 1.12182216447503 0.0208683453221975 0.0370856811297704 370
YY1 1.11551143869243 0.0215454592202263 0.0381770417761905 375
PBX1 1.12267451157888 0.0220557418652958 0.0389672873771699 373
ALX3 1.13502067863251 0.0236171848074315 0.0416046918409985 386
SOX4 1.11851378589181 0.0272751931296624 0.0479094696712331 370
Hoxc9 1.11139749896445 0.0288032378364651 0.0504472893898782 372
Dux 1.11322317877702 0.0300239725083569 0.0524337963690614 338
TEF 1.1423173205687 0.0303692313985111 0.0528843512284418 377
BARX1 1.10794017154714 0.0349516752513877 0.0606897283734698 370
Lhx4 1.12786666570663 0.0368430315715422 0.063791077521013 387
Hoxa9 1.1037853126609 0.0374847274795272 0.0647172218022606 368
DBP 1.13621417927132 0.0402880388009805 0.0693595213448699 376
GCM2 1.10036347030944 0.0404668127753752 0.0694699392121172 366
EN2 1.10818147657868 0.0406816449521879 0.0696414600028979 388
MAX 1.12449612231136 0.0479360587044558 0.0818288776757752 363
SIX2 1.09651479018293 0.0484018083387112 0.0823918422844353 370
VSX2 1.11711016019358 0.0499351994146868 0.0847639519476196 367
Nkx2-5 1.09838553728167 0.0505333006543065 0.0855396094874574 382
OTX1 1.09133926422369 0.0531338607673792 0.0896911410168017 376
JUND 1.111789827072 0.0542880202530668 0.091337312782107 370
HES5 1.12135949262164 0.054410511409803 0.091337312782107 376
PDX1 1.09358428306312 0.0553120658613554 0.0925942318010535 383
DLX6 1.09913735841514 0.0605701254461779 0.101117068926677 360
STAT3 1.0954458394327 0.0608853415362162 0.101169086071821 379
TBX15 1.08872806462678 0.0609351756043146 0.101169086071821 353
Dmbx1 1.09334436865456 0.0638825299268828 0.105772713485495 345
Ahr-Arnt 1.10566085227333 0.0645054638863825 0.10651310930558 261
MITF 1.12332020536773 0.0663772003171833 0.109305933131014 366
OLIG2 1.10679557321762 0.0678142804320359 0.111369793880254 388
FOS-JUN 1.098605871436 0.0688561771244874 0.11277525226335 376
HEY2 1.10421126843638 0.0697779210653778 0.113976873761776 378
BARHL2 1.08812340920102 0.070492970064566 0.114835322201954 362
CREB1 1.11930886789635 0.0741825847386722 0.120521840084813 364
Hes1 1.10624491176642 0.0794554309219426 0.128743291814698 350
RFX5 1.11133849708541 0.0805227168416902 0.130124710416171 360
