TFBS-name fold-change pvalue adj-pvalue number-of-hits
BARX1 1.39840016246625 6.35443768101146e-11 1.65982294598834e-10 467
PHOX2A 1.48152348147223 9.50015143593679e-11 2.47085483698614e-10 486
RUNX1 1.37342833525937 1.08866665972178e-10 2.81885553333238e-10 459
PDX1 1.38768136179811 1.09312054510414e-10 2.81885553333238e-10 486
BSX 1.39150031079727 1.51733796176648e-10 3.89621527470544e-10 464
ZSCAN4 1.38101404346721 1.78602835178967e-10 4.56680667166473e-10 461
MSX2 1.39631689932523 3.94010291729769e-10 1.00323628902622e-09 431
MZF1(var.2) 1.36362446470981 4.30822359217831e-10 1.09237803215902e-09 447
HIC2 1.35888125617024 4.49825311071111e-10 1.13580891045456e-09 455
LHX6 1.49504773456052 5.14077672350136e-10 1.29266003918748e-09 511
SNAI2 1.34692623916329 1.36165953192714e-09 3.40977552209855e-09 456
STAT1-STAT2 1.37198374131374 1.5175975631259e-09 3.78462602162261e-09 450
HOXD13 1.36270166363168 1.84446242219815e-09 4.58091896660688e-09 465
PRRX1 1.41026377009504 2.05888200190718e-09 5.09258160471734e-09 491
Nfe2l2 1.35189438139604 2.66800342951547e-09 6.57239869222104e-09 452
SOX21 1.40254894338797 2.78181265754249e-09 6.82501405048885e-09 464
Lhx4 1.43096261721435 4.18015629828377e-09 1.02144141804837e-08 491
GSC2 1.33811255912566 4.38095768038056e-09 1.06386358499882e-08 467
Phox2b 1.42452067392351 4.38887617573771e-09 1.06386358499882e-08 493
ZNF24 1.40941417388555 5.64594203834621e-09 1.36312385467642e-08 471
VDR 1.33822232123072 7.24314998891708e-09 1.74180511638244e-08 428
Arid3a 1.34084192091486 9.28564814695571e-09 2.22415129527872e-08 466
STAT3 1.35846845523317 1.13244608652834e-08 2.70182019069361e-08 470
Shox2 1.39098813587907 1.23619489676979e-08 2.93778081349998e-08 468
MSX1 1.35697663440906 1.27113807530791e-08 3.00902216264293e-08 456
NFIX 1.32817449485772 1.47042606250863e-08 3.46723032638221e-08 437
Gfi1b 1.32309922379094 1.97854416669009e-08 4.64727815896974e-08 443
MAFG 1.46513312361004 2.57217395352183e-08 6.01829118082713e-08 454
HOXB13 1.3264417435444 2.59182031679612e-08 6.04093504607097e-08 463
ISL2 1.31721478942091 2.61853421602161e-08 6.07981507628006e-08 466
Hoxa9 1.32574214183728 2.80344430895606e-08 6.48430248560066e-08 442
FOXL1 1.32454842072276 2.83044516035638e-08 6.52186223260823e-08 436
Gabpa 1.32175363598483 2.9762854550612e-08 6.83192797639047e-08 448
Msx3 1.34138885230146 3.16735736503273e-08 7.24308891777295e-08 445
RORC 1.32265596692136 3.74040075425734e-08 8.52136412436072e-08 426
MAF-NFE2 1.32709202820706 4.04881222890628e-08 9.18943899145021e-08 443
Hic1 1.30757392855256 4.17434826577747e-08 9.43901137709384e-08 451
REST 1.32958101852888 5.94821334164853e-08 1.34000642566506e-07 416
Tcf21 1.42084098158396 8.295116244722e-08 1.86179275714872e-07 473
Rhox11 1.32794552526525 1.08121139930479e-07 2.41776423608377e-07 417
NRF1 1.38602097803714 1.14473056723786e-07 2.55039236671377e-07 478
Prrx2 1.35149707210334 1.1582145248735e-07 2.57098169257634e-07 455
FOXP1 1.30723532427385 1.31806253969201e-07 2.9151310184429e-07 428
VSX1 1.3599998225943 1.35657640188133e-07 2.98940108923668e-07 481
Pitx1 1.29775938256377 1.51381247954735e-07 3.32380566161484e-07 441
RORB 1.2974891801312 2.17256823084718e-07 4.7529832053913e-07 428
RFX3 1.41336701607854 2.26273239459364e-07 4.93243104720773e-07 457
FOXD2 1.29453845607275 2.40568176890306e-07 5.22524427224106e-07 437
SPI1 1.29737120716413 2.41728840472928e-07 5.23170276166408e-07 433
POU6F1 1.42175987153281 4.61949531333847e-07 9.96232797111428e-07 496
ONECUT3 1.30923052779228 7.04023706690843e-07 1.51290200799522e-06 431
Arx 1.37853034851732 7.59200746734379e-07 1.62570901950895e-06 455
MAFG-NFE2L1 1.27513717475518 9.66091989262233e-07 2.05847458942487e-06 443
Foxo1 1.27192539799064 9.68094485125557e-07 2.05847458942487e-06 447
CTCF 1.30140776526108 1.12651040566835e-06 2.38694162879378e-06 407
RAX2 1.33031517619332 1.27121499909393e-06 2.68416825592655e-06 468
Atoh1 1.35438152016399 1.54752825039008e-06 3.25625736019579e-06 459
VSX2 1.33627073658034 2.38606569360983e-06 5.00330730217149e-06 439
ELF5 1.26729914565634 2.80891846361457e-06 5.86967099638079e-06 415
TFAP2B(var.3) 1.36485167789491 3.18636108602745e-06 6.63551483894376e-06 470
LBX1 1.28277020837895 3.67296192611372e-06 7.60806823436009e-06 433
SPIB 1.27223296902737 3.67848843674506e-06 7.60806823436009e-06 391
RARA-RXRA-ER8 1.32124083258004 3.79910233740896e-06 7.83080277710827e-06 423
NFIL3 1.2911883718242 5.42010569946843e-06 1.11341832334843e-05 446
Sox11 1.27794045036878 5.49753103443187e-06 1.12550804286004e-05 419
RARA-RXRA-ER7 1.30693803970483 7.13394941454094e-06 1.45561392094674e-05 428
SOX4 1.26966429749881 9.26336012881746e-06 1.88375712686691e-05 420
RARA-RXRA-IR6 1.30586237762691 9.39907573230262e-06 1.9048146117317e-05 414
TP53 1.35455317914286 9.42977530560247e-06 1.9048146117317e-05 444
RARA-RXRA-ER6 1.30693267267904 1.00396306163173e-05 2.02126782507917e-05 411
ZNF354C 1.27464658417379 1.04168868937736e-05 2.09027597934663e-05 338
PITX3 1.24369446928856 1.13532444523586e-05 2.27064889047171e-05 436
RARA-RXRA-ER0 1.28793328059244 1.13942776921441e-05 2.27135930310505e-05 441
GATA1-TAL1 1.25606614648495 1.24962181069907e-05 2.48285513863487e-05 408
EN1 1.26808196798694 1.28118724867699e-05 2.53725317875247e-05 451
PBX2 1.2417430291478 1.36682777438166e-05 2.69803788689018e-05 429
EGR1 1.25641347365475 1.41771692952973e-05 2.78940408862018e-05 412
SREBF2 1.24320908561323 1.52643628503503e-05 2.99359349103957e-05 428
ETS1 1.22517611195282 2.14163185705582e-05 4.18654485605105e-05 457
HLTF 1.2393025790583 2.21198049507125e-05 4.31016135052469e-05 420
Hmx3 1.26772421892404 2.36852234967502e-05 4.60039917917648e-05 414
YY1 1.23449932548628 2.57870919524087e-05 4.99264463998712e-05 415
ZNF282 1.23894495860186 3.02311093617263e-05 5.83441155197647e-05 399
Hmx2 1.25572056692361 3.13983446684059e-05 6.04044345049332e-05 412
UNCX 1.28647096191609 4.71755740501828e-05 9.04696135266165e-05 414
ETV6 1.22490496375306 5.66108971019853e-05 0.000108221462598748 401
EHF 1.22109713298647 7.73614895780741e-05 0.000147424725422368 401
FOXO4 1.2116512953293 7.91210034125618e-05 0.000150305103661481 429
RFX4 1.29188441400307 9.07943773807163e-05 0.000171941852164732 420
PLAG1 1.24709997823706 0.000100478970742297 0.000189689271868635 412
Hmx1 1.23695948992437 0.000100851970291956 0.000189802155269955 405
Arid5a 1.26169694773247 0.000109577075232811 0.000205584234028122 457
BHLHE23 1.28170994315436 0.00011344056104762 0.000212175864181659 439
FOSL1 1.24943780527592 0.000128717127470061 0.000240007936144175 431
Hoxc9 1.21596446795304 0.000140018640959158 0.000260280050371932 407
RFX2 1.28304813214502 0.000237879178199068 0.000440840311891851 427
Crx 1.19657331758141 0.000290046089435902 0.00053587783596999 411
FOXO6 1.19594680128766 0.000302036094794892 0.000556333961841047 407
RFX5 1.27495222026743 0.000358826884787318 0.000658936642973076 413
ETV3 1.19431003729273 0.000378742735413068 0.000692543677894861 400
ERG 1.19726527146892 0.000380030504805756 0.000692543677894861 396
OTX2 1.19196627402114 0.000380556179437275 0.000692543677894861 421
Stat5a-Stat5b 1.21126474012866 0.000419465255919651 0.000761065703854218 400
STAT1 1.21729678064701 0.000507286545838038 0.000917658647098063 407
GATA6 1.18508181876464 0.000702659054643587 0.00126729579498218 410
ERF 1.17650418954493 0.000826949177592415 0.00148703620659052 411
TFAP2C(var.3) 1.26510742019528 0.000893583296818542 0.00160210496411845 427
GCM2 1.17853136710738 0.00103801373920404 0.00185556438335589 392
TFAP2A(var.3) 1.2527165260459 0.00109052799315673 0.00194370577603816 429
RXRA-VDR 1.17829728835052 0.00115791464847184 0.00205776034303207 394
MZF1 1.17511605032743 0.00131248349928928 0.0023256286566354 372
JUND 1.21094946029734 0.00141608057179784 0.00250187996066907 403
OTX1 1.16970671138869 0.00145315000299093 0.00255990959829216 403
FOSL2 1.20317539943691 0.00155472074361493 0.00273090078443666 396
MYF6 1.21882156776353 0.00161905453116591 0.00283568510371833 417
FLI1 1.16521884767691 0.00231148182351688 0.00403676652752515 384
BARHL2 1.1692817850254 0.0025358010714463 0.00441579152096683 389
TAL1-TCF3 1.18890002297324 0.00256643612371685 0.00445633321195534 397
ONECUT2 1.17606670361809 0.00265433044767396 0.00459578357511549 398
FOSL1-JUND 1.18268842501804 0.00271582973027383 0.00468886842320781 400
NR4A2-RXRA 1.19214680142839 0.00302293300552272 0.00520425398109877 391
PAX4 1.20035014649859 0.00337370993878463 0.00579169468244614 397
RHOXF1 1.15309276482827 0.00353117802358968 0.00604489797258572 390
RARA-RXRA-ER3 1.17795886118225 0.00440938414852205 0.00752700505353341 396
Rfx1 1.16798233843573 0.00444761845257644 0.00757094601758798 385
RARA-RXRA-IR2 1.1822444007235 0.00449227372843621 0.00762554027852197 384
E2F4 1.15402148605191 0.00511435990662253 0.00865726844528842 389
FOXH1 1.14697480944987 0.00530215898606471 0.00895016252243792 384
Smad4 1.15456349964763 0.00549691333025729 0.00925313743926643 357
Mecom 1.15530229531141 0.0057392771093995 0.00963435437201134 389
FOXI1 1.13830215301947 0.00622005958275923 0.0104125859313594 405
JUN(var.2) 1.17083385120763 0.00636427803708534 0.0106246625081921 379
BCL6B 1.14657410374383 0.00698179515323325 0.0116235380847784 383
SCRT2 1.14230191518919 0.00732015714029747 0.012153466375398 376
