TFBS-name fold-change pvalue adj-pvalue number-of-hits
PRRX1 1.70895014736093 1.07193862013916e-11 4.99688310618714e-11 259
TFAP2A(var.3) 1.91677556268125 1.15159140304237e-11 5.32720908582957e-11 289
NKX6-2 1.6983310315331 1.5109813952709e-11 6.93677822374368e-11 244
Twist2 1.79812610306683 1.61308357911146e-11 7.3498394657259e-11 285
TFEC 1.73210173177938 2.31133217773768e-11 1.04527410426047e-10 267
EN1 1.70608064243234 3.74371615163158e-11 1.68051258362129e-10 237
ZBTB18 1.59771265447837 3.77283202228423e-11 1.68112956287077e-10 246
Hand1-Tcf3 1.58782775726721 5.14748351293896e-11 2.27691606484745e-10 236
HNF1B 1.81897836677246 6.03522703943563e-11 2.65025187383913e-10 270
HES5 1.78353256848907 8.9925137553106e-11 3.92047721994117e-10 272
TGIF1 1.738316095488 9.62347829892746e-11 4.16559132082146e-10 273
HOXB13 1.59476523390646 9.94032131715645e-11 4.2722232043949e-10 242
GSX1 1.65234020295849 1.13442634428916e-10 4.84128425802276e-10 248
MEF2B 1.67907238343057 1.16559457986533e-10 4.93951269509365e-10 254
mix-a 1.70284205972942 1.85619776705723e-10 7.81149893636584e-10 265
EVX1 1.654046693504 1.97180216724453e-10 8.2407731955185e-10 251
DLX6 1.68251013296585 1.98726189207827e-10 8.24849799040706e-10 219
ESX1 1.68495514950915 2.43132150431033e-10 1.00229988545038e-09 241
HOXD13 1.55673002288994 3.07841355531916e-10 1.26048555035366e-09 257
PKNOX1 1.69803654819301 3.65593438732878e-10 1.48691022732969e-09 267
BARX1 1.60492278177563 4.97621656586697e-10 2.01039149261025e-09 232
FOXH1 1.55372839458586 5.07213476809735e-10 2.03557196653443e-09 233
Gfi1b 1.53927794551658 6.47574553844755e-10 2.58177749756527e-09 240
BATF-JUN 1.61520899153138 7.43393407159117e-10 2.94442094600278e-09 245
BHLHE23 1.73241110633534 9.26354200442093e-10 3.64526393160979e-09 260
OLIG3 1.67916247943562 9.36315276894021e-10 3.66069069546953e-09 276
LMX1A 1.73068288884285 9.64371313019085e-10 3.74621163903568e-09 267
FOXP3 1.55898741952385 1.37540394096177e-09 5.30888400141931e-09 219
PKNOX2 1.67050080727464 1.80591179228952e-09 6.92647181093322e-09 254
TGIF2 1.68488137015735 2.36218032356288e-09 9.00302689357926e-09 264
Neurog1 1.64828763913158 2.53231253251536e-09 9.59113371690193e-09 260
HLTF 1.55621811149945 3.02439699136784e-09 1.13718076172254e-08 217
Prrx2 1.61865549193582 3.03998817490184e-09 1.13718076172254e-08 235
RARA-RXRA-IR5 1.63999515351373 3.92221413519507e-09 1.45819740240995e-08 238
FOSL1 1.63069226313316 4.13291155148554e-09 1.52716121963429e-08 245
EVX2 1.5568907304072 1.27930592571527e-08 4.69854176353607e-08 241
EWSR1-FLI1 1.67159431083575 1.4503395668334e-08 5.29461311747614e-08 257
NKX6-1 1.55971521309251 1.48594304593256e-08 5.39210470559959e-08 240
KLF5 1.49305760899693 1.86944794276587e-08 6.74336579354833e-08 236
SOX13 1.49858283442569 1.89874725787509e-08 6.80852567025033e-08 220
OLIG1 1.65550343513803 2.32140968648301e-08 8.27514276475709e-08 262
HIC2 1.47516325703624 2.70094985566411e-08 9.57178720779211e-08 229
BHLHE22 1.64397314244572 2.88313199721937e-08 1.01580115715985e-07 255
Dlx4 1.55570684483376 2.96529415440128e-08 1.03870997547236e-07 219
FOXG1 1.48270402028206 3.55123992326965e-08 1.23681114569047e-07 221
LHX9 1.55767257975178 3.77244739876791e-08 1.30634464208763e-07 240
NEUROD2 1.59254891815749 4.75168728786161e-08 1.63609232752508e-07 239
ONECUT2 1.52726871273576 6.22416269198292e-08 2.13098451488229e-07 226
OLIG2 1.61361558218588 6.80699026071313e-08 2.31743601010795e-07 250
JUN(var.2) 1.57406740829783 6.87579989988179e-08 2.32778477057451e-07 232
FOXO6 1.50053096610693 7.01315625801058e-08 2.36109594019689e-07 202
FOSL1-JUNB 1.57919939164837 1.48189742001323e-07 4.96149080954706e-07 229
SP8 1.50652634295882 1.5820761211756e-07 5.26779191995831e-07 220
PAX7 1.62677119789629 1.97891429826479e-07 6.55312603687683e-07 256
Foxo1 1.45506027583479 2.08324068716011e-07 6.86110791532081e-07 217
Hoxa9 1.45371480891895 2.30156967167017e-07 7.53919578936282e-07 222
FOXK1 1.44265152030846 3.07924506255601e-07 1.00323790747793e-06 223
Klf1 1.44643269893074 3.36408691907494e-07 1.09018003901573e-06 216
POU6F1 1.65801074170948 3.44385836924324e-07 1.11009477221351e-06 260
Sox5 1.43775809785892 3.89998566752078e-07 1.25047159498285e-06 219
Mecom 1.47596334284047 4.00581647672318e-07 1.27764462362855e-06 221
SCRT2 1.4398240694732 4.18844962055804e-07 1.32890076966397e-06 221
NFIL3 1.51224682324105 4.39840180696905e-07 1.38824557032461e-06 226
Arid3a 1.52852117127134 6.83542287203182e-07 2.14625194842035e-06 183
MEIS2 1.42941551590845 6.93355075937557e-07 2.16584111349567e-06 215
Hic1 1.42094089803423 9.61489311302262e-07 2.98801293666241e-06 213
Srebf1(var.2) 1.56519081417902 9.83922970906205e-07 3.02695493430237e-06 236
TEAD4 1.43433410035153 9.84010102405225e-07 3.02695493430237e-06 207
Hmx3 1.45979933243867 1.03928144212273e-06 3.18083108043623e-06 225
SPI1 1.41915392121104 1.3915381165571e-06 4.2375482343397e-06 213
PAX3 1.59095461301205 1.52895960165848e-06 4.6327475930252e-06 244
USF1 1.46712690500317 1.56715804657528e-06 4.72486455833143e-06 223
LIN54 1.49526090686631 1.71537483477155e-06 5.14612450431464e-06 236
NFIX 1.41215813749334 2.03320173559321e-06 6.06955789049008e-06 206
MSX2 1.45654378594015 2.37235930038606e-06 7.04730262761742e-06 200
PBX1 1.42402715112133 2.99069067408368e-06 8.84077340729126e-06 218
NFATC2 1.39035158137211 3.28537553556094e-06 9.66474550752393e-06 211
Hes2 1.42459700682836 4.05121873012372e-06 1.18600896157245e-05 219
YY2 1.38344790071007 4.57291890684198e-06 1.33230233535877e-05 218
ZNF24 1.47516904086445 4.60294920327395e-06 1.33463503214546e-05 226
HINFP 1.39496114918146 4.94687156965794e-06 1.42752579581558e-05 219
Nkx2-5 1.42365225343631 7.05392698576859e-06 2.0259145750596e-05 205
TFAP2B(var.3) 1.53110660217058 1.06655764537743e-05 3.03889943570833e-05 233
Hoxc9 1.37646501607566 1.06812801948164e-05 3.03889943570833e-05 215
EGR3 1.40062108716939 1.13909400480314e-05 3.22565872388179e-05 209
TFAP2C(var.3) 1.55267749298463 1.27020001826863e-05 3.58019167939903e-05 240
ALX3 1.44621673678975 1.34693463008358e-05 3.77889993440116e-05 215
HEY2 1.4666784881044 1.72554123303755e-05 4.81879256783757e-05 219
TFAP2A 1.47540251382394 1.81665458375929e-05 5.04996641173453e-05 219
HEY1 1.47519522188718 2.23109871738721e-05 6.17372521797556e-05 224
ZBTB7A 1.36118642108597 2.29808628631367e-05 6.33018313411857e-05 208
TFAP2B 1.4821445933475 2.54139203416933e-05 6.9687039488987e-05 223
PAX4 1.46187300636588 2.77936583119398e-05 7.58691753920519e-05 218
VAX2 1.42297376090925 2.81652572109084e-05 7.65387707166389e-05 218
ATF4 1.35858012279741 3.44407741991833e-05 9.31745944852907e-05 207
SOX8 1.38319599291905 3.49537376487963e-05 9.41420667340914e-05 207
FOXF2 1.35411335109692 3.52010298740169e-05 9.43886022285585e-05 204
GATA1-TAL1 1.35552520682726 3.64749117706739e-05 9.73735530089355e-05 208
ONECUT1 1.37843764025633 4.62221957698968e-05 0.000122853730862094 205
GCM2 1.33587989808977 5.74926459032171e-05 0.000152142110992793 206
ISX 1.37874587655865 6.90085502596708e-05 0.000181822528075481 228
TFAP2C 1.45879056698287 6.99024451999034e-05 0.000183380440654292 221
UNCX 1.40189573727687 7.83453103962064e-05 0.000204643353879746 221
FOSL1-JUN 1.36631310955365 9.76226218876396e-05 0.000253902613149827 222
LEF1 1.32299964437293 0.000120875634670338 0.000313036900043696 201
Rhox11 1.33689382504328 0.000125995850512434 0.000324908448555468 197
TFAP2B(var.2) 1.4134922677268 0.000148989359343731 0.000382574371874158 219
Hmx2 1.33943448596071 0.000160102784196325 0.000409376739337437 201
MSX1 1.3470401271183 0.000162535225004447 0.000413850194759223 195
Gata1 1.30816461984484 0.000208109200297696 0.000527674373976584 198
Lhx4 1.39017948720208 0.000218151157989821 0.000550831673924297 210
FOXD1 1.30146667169908 0.000229351292855671 0.000576709060043721 200
Npas2 1.36284188474269 0.000249118716693565 0.000623290825681226 202
EGR2 1.31623020360037 0.000249933449901878 0.000623290825681226 199
FOS 1.36255623027854 0.000267755664659323 0.000664999724522745 209
KLF16 1.31984701850002 0.00027877281832667 0.000689536032269233 219
SREBF2(var.2) 1.39667720410962 0.000288607644473462 0.000710960294922432 214
FOS-JUND 1.34728151195098 0.000298823688132644 0.000733146376552156 202
FOXP1 1.29497849636469 0.000310010201033858 0.000757524926719831 203
JUND 1.36689734967928 0.000378768976583817 0.000921823292408808 205
RUNX3 1.29127229105793 0.000439950471241809 0.00106643994229014 192
GATA6 1.29249320761319 0.000474593686327876 0.00114583176858443 197
Tcf7 1.28591842587848 0.000481033097331596 0.00115677006739265 198
Sox1 1.34701129651072 0.000511524777600071 0.00122523326176143 200
SCRT1 1.28973236273362 0.000524043542511345 0.00125027711323573 196
IRF7 1.29680859984962 0.000542071913746223 0.00128821795972632 196
LBX2 1.32384185747054 0.000598022160924337 0.00141563058406308 200
BCL6B 1.29870125988565 0.000636926389767802 0.00150185755719567 186
SOX9 1.28454227216183 0.000693748767946944 0.00162950292006143 192
USF2 1.33518785127084 0.000748852922831648 0.00175214235998447 201
Hmx1 1.29428503656677 0.000767749869616795 0.00178944777302991 199
E2F6 1.26883136557952 0.000843219223433076 0.00195781934636185 205
ZNF410 1.27808885855446 0.000904286856329181 0.00209159478983009 194
ZIC1 1.28543905069063 0.000916995112916885 0.00211292410048529 195
TFE3 1.29874408863413 0.000994058014015012 0.00228181498671628 197
MEOX2 1.32229455808998 0.00103719617591105 0.00237185238717773 196
TFAP2A(var.2) 1.34838727089818 0.00104433829776483 0.00237920679866724 204
ELK4 1.26827412165583 0.00105442034600199 0.00239317876283598 192
FOXD2 1.27437053616244 0.00115807223647648 0.00261862602725651 181
SOX21 1.30344463312811 0.00117952469808549 0.00265721920832642 200
TFEB 1.33081516167972 0.00129875276046132 0.00291497841792431 204
MEIS1 1.25628777825073 0.00130514376548047 0.00291851336487516 192
MZF1 1.27418469973786 0.00170334618575441 0.00379495510502636 161
Alx1 1.33572252964776 0.00172573391910988 0.00383075001824391 197
BSX 1.26232786349283 0.00179620622054169 0.00397263127608855 200
SOX4 1.26682157181149 0.00198866613436431 0.00438229700881735 193
POU6F2 1.25207069043437 0.00200407903698916 0.00440026049425881 213
Gabpa 1.25584768133462 0.00202097873193509 0.00442125306938172 187
GATA2 1.24995221708516 0.002028231606086 0.00442125306938172 189
GCM1 1.2481424298507 0.00212252103164823 0.00461020697196712 194
Sox17 1.24459831613157 0.00241569199328713 0.00522824767118573 186
TCF7L2 1.23915107051662 0.00261498663784168 0.00563943737555893 192
SPIB 1.25663378328113 0.00401274459303244 0.00862313199779313 154
TCF7L1 1.22623374961258 0.00456570401419379 0.00977673721767293 186
TEAD2 1.22748482022203 0.00469779785559711 0.0100241742975065 181
TBX5 1.21996318042729 0.00529682022861609 0.01126271248611 183
FOXO3 1.21370517250066 0.00533920484267741 0.0113131403309878 192
Sox2 1.22097006351364 0.00571077129321274 0.0120582836365398 176
Barhl1 1.22767496412053 0.00579999265485938 0.0122041512112666 186
SIX1 1.21822963358933 0.00596613585530651 0.0125103056343105 183
Sox11 1.23257258966953 0.00619688827270731 0.0129493596319332 185
RFX3 1.29949628337702 0.00628197208114121 0.0130820449524796 191
NFAT5 1.21790571325858 0.00648037350742598 0.0134489943339046 178
LHX2 1.26633555365435 0.00809551377622485 0.0167436223494616 190
IRF2 1.22101930261396 0.00815970697099031 0.0168189878381637 180
LBX1 1.21769317535966 0.0094391704589312 0.0193902959258044 192
RHOXF1 1.19457915807735 0.0100354266764717 0.0205455019119658 190
MYC 1.24827775407177 0.0102171488993311 0.0208471118956048 187
STAT3 1.21394088504216 0.0115226427085559 0.023431951279815 189
Arx 1.24989204807686 0.0143731507032949 0.0291308673116946 183
HOXA2 1.20575607752726 0.014604513789951 0.029501117855701 187
DUX4 1.19152561656812 0.0150391846444417 0.0302782255632281 185
EGR1 1.18956957807623 0.0177888769754617 0.0356955610832113 177
NFIC-TLX1 1.20911768554435 0.0179891359628807 0.0359782719257614 186
FOS-JUN 1.20779280590239 0.01850035710733 0.0368790013389539 188
TBX1 1.17509356154154 0.0187799167917932 0.0373135395928744 183
TEAD1 1.17544182183708 0.0190846358154755 0.0377950630855496 183
FOXO4 1.17333308844251 0.0196001817226518 0.0386630937619332 183
TP73 1.23401361193481 0.0196505493047449 0.0386630937619332 190
TBX15 1.16442585351526 0.0238061674232304 0.0466878234902188 185
CEBPB 1.20446743727974 0.0250079047144892 0.048886420183808 189
GLI2 1.16585744408989 0.0278875338950838 0.0543403393582663 174
CEBPD 1.1982281101581 0.0306539352422642 0.0595393742205516 185
MITF 1.23319379181123 0.032407096273754 0.0627434515715494 180
MIXL1 1.19023590960898 0.0330199125536195 0.063726328049342 188
FOSL2-JUN 1.18685795741602 0.0331716437744886 0.0638159242137781 175
Alx4 1.19660556387587 0.0345363449171686 0.0662310918348234 185
ERG 1.15442476445941 0.0353435505196818 0.0675652732332088 180
PPARA-RXRA 1.1551492332352 0.0379733629344668 0.0723643331392669 177
RORB 1.15110347414749 0.0405667147930933 0.0770640412683841 171
Rfx1 1.16330544868403 0.0415774837133302 0.0787373597821191 179
TEF 1.18407119796147 0.0515100890119342 0.097081305825417 176
EGR4 1.14826429048867 0.0515844562306671 0.097081305825417 176
LHX6 1.18958972789785 0.0533511012574325 0.100095254990725 177
DBP 1.18540465118993 0.0576681966438309 0.107860886315313 176
Pitx1 1.12736075463896 0.0687855250606355 0.128258548266908 172
SIX2 1.12592947468019 0.0759790378443718 0.140856740477756 169
DMRT3 1.12368444411338 0.0760068550102743 0.140856740477756 168
RARA-RXRA-IR2 1.14348771680022 0.0777907757705691 0.143723201576112 178
SPIC 1.11724775521693 0.0783320638818181 0.144283376025477 183
Gata4 1.1164946041596 0.084301346878255 0.154807927903705 175
ZNF740 1.17824914075488 0.0855392654923151 0.156606631082607 173
TBX19 1.15950056167284 0.088998926447202 0.1624498476717 175
MEOX1 1.13541202944266 0.0899651615377962 0.163720384059773 170
RAX2 1.13064595804596 0.0912524425865014 0.165565809004251 173
HSF2 1.12459144664282 0.0928030021400715 0.167876475513085 176
FOS-JUNB 1.13077296157783 0.102702933084722 0.185232075742089 176
RARA-RXRA-DR6 1.11515586114699 0.103500243659143 0.18611616515561 162
TP63 1.13332961213798 0.114756453606037 0.205746777767037 171
ZNF143 1.10103477967544 0.122270411634505 0.218571886284691 170
TEAD3 1.1011550551912 0.126174225879055 0.224887002596197 158
MGA 1.0954156753168 0.128490079455427 0.228343073753633 170
TBX4 1.09205105738954 0.134959542138852 0.239138837824983 173
ISL2 1.09493551756252 0.138600991861819 0.244875221773359 162
FOSL1-JUND 1.10678058437899 0.139642505076021 0.245998133942061 166
RFX5 1.12451603610402 0.144456987359238 0.253741838665793 166
FOXI1 1.09653407169556 0.153234381689315 0.26838160492406 136
MNT 1.10752245232469 0.158303814716745 0.276461417055756 166
EN2 1.09197090327525 0.166252585036171 0.289508811873332 165
RFX4 1.10918434795365 0.166733424425563 0.289514198286221 163
ESR2 1.08667269160104 0.172068286673617 0.297923947783463 180
HLF 1.09850480399298 0.174037208719066 0.300474497104712 183
STAT1 1.08986051497184 0.177385836406838 0.3053858433595 164
JUNB 1.09038361610744 0.185853636968089 0.319057518421138 165
HNF4G 1.07390771386243 0.197719711204713 0.338469336130102 166
Id2 1.07541993290588 0.20533448296055 0.350514638518573 171
Crx 1.06767295247107 0.208518695575754 0.354950363817154 173
JUN 1.07684974369446 0.209440688914632 0.355521169418114 161
CLOCK 1.08553543909921 0.215411448136693 0.364635021147587 180
Pparg-Rxra 1.06614608672004 0.221671807949236 0.374186951580048 166
Nr5a2 1.06340762557571 0.237395451081054 0.399615675986442 157
VDR 1.06205640666952 0.240754097839443 0.404146768118289 153
ELK3 1.05277210414866 0.275632703545146 0.461418282730273 156
ELF5 1.04898286428803 0.28534953770658 0.475217665512596 161
ETV3 1.04930421868406 0.285444274334299 0.475217665512596 159
HOXA5 1.04796543751014 0.29821756972645 0.495122869189668 162
FOSL2 1.04841184857243 0.314391852784328 0.520550444774052 165
CEBPG 1.05041022667635 0.315925302751336 0.521664123889127 162
GSC 1.04211946208552 0.318360490626509 0.524256677499089 154
RORC 1.03857444743362 0.333022499735752 0.546914999566033 153
ETV6 1.03528808248081 0.341206008930673 0.558007985530924 163
Mlxip 1.04021665598028 0.341618750217777 0.558007985530924 153
ZBTB7C 1.03621885437505 0.34351245037431 0.559592862706537 156
PITX3 1.03508532759771 0.346014857391442 0.562158186539447 159
PLAG1 1.02910557959074 0.384917353027986 0.623689614799357 156
Dux 1.02573578026944 0.387039897976626 0.625456475130228 158
Stat4 1.02730870680759 0.38874634203213 0.626543306573061 156
CREB3L1 1.02549255575445 0.390509658387373 0.627715790405167 157
EHF 1.02415785713828 0.393720876164281 0.631203309406228 159
T 1.02570099701434 0.415952623145424 0.66508519690271 152
RORA(var.2) 1.01738301470658 0.4260807667332 0.679486696421893 158
PBX2 1.01690238497334 0.428793270333776 0.681297372179348 157
IRF3 1.01847078672304 0.429464680152658 0.681297372179348 152
GSC2 1.01476416709668 0.438689460715358 0.69232292145169 158
ETV4 1.01492487726686 0.438699672999091 0.69232292145169 155
RFX2 1.01442822529405 0.45359328385856 0.713967610437109 154
NFATC3 1.01107086373501 0.457498309465747 0.718248641285603 150
E2F4 1.01015400232498 0.461103314737926 0.722037748659388 159
