TFBS-name fold-change pvalue adj-pvalue number-of-hits
cluster_54 4.85170179922454 4.29444809531566e-107 3.39261399529937e-105 734
cluster_55 4.5587416383039 7.88799414659148e-70 3.11575768790363e-68 707
cluster_9 3.03004548723461 5.77053064418869e-62 1.51957306963636e-60 456
cluster_18 2.97466138777091 2.37802814125023e-55 4.6966055789692e-54 435
cluster_20 2.48568669547263 1.24602462790309e-38 1.96871891208688e-37 372
cluster_12 2.19675534226415 8.44733019918404e-34 1.11223180955923e-32 362
cluster_33 2.01462505484416 6.17762093987616e-28 6.97188648928881e-27 315
cluster_75 2.67440656945527 2.84516474757225e-27 2.8096001882276e-26 394
cluster_68 2.12585260996627 3.58814624045209e-25 3.14959503328573e-24 325
cluster_3 2.30155122224577 8.89513991256194e-24 7.02716053092393e-23 338
cluster_37 1.95038969973319 4.0856146144066e-23 2.93421413216474e-22 286
cluster_1 2.11044467941685 1.19738726509201e-21 7.88279949518907e-21 312
cluster_69 2.1195610672478 4.73524267469164e-21 2.87757054846646e-20 327
cluster_71 1.87860225986656 5.12222985163117e-20 2.89040113056331e-19 281
cluster_22 1.83446396427864 1.55793371908294e-17 8.20511758717017e-17 269
cluster_30 2.07698732504502 3.31153914819767e-17 1.6350724544226e-16 312
cluster_8 1.91942571469454 6.22944584193565e-17 2.89486012654657e-16 286
cluster_39 1.92700208757852 8.92038001094193e-17 3.91505567146896e-16 288
cluster_64 1.93817055018613 1.25945868005491e-16 5.23669661707042e-16 297
cluster_72 1.94238665373503 3.80473154356534e-15 1.50286895970831e-14 293
cluster_78 1.71175490424992 1.97020730814063e-14 7.41173225443381e-14 260
cluster_6 1.85277333278231 3.46240401731041e-14 1.24331780621601e-13 279
cluster_21 1.67214411912959 3.31932934729322e-12 1.14011747146159e-11 244
cluster_48 1.63590381312245 1.04480798771316e-10 3.4391596262225e-10 238
cluster_45 1.54764876256349 3.52882341140254e-10 1.1151081980032e-09 243
cluster_66 1.55372839458586 5.07213476809735e-10 1.54114864107573e-09 233
cluster_16 1.53632821208487 1.77264690740246e-06 5.18663354388128e-06 226
cluster_67 1.47516904086445 4.60294920327395e-06 1.29868923949515e-05 226
cluster_4 1.52654305575752 4.98189467247976e-06 1.35713682457207e-05 229
cluster_36 1.52987762310763 6.93241569511203e-06 1.82553613304617e-05 235
cluster_56 1.38319599291905 3.49537376487963e-05 8.90756540082229e-05 207
cluster_73 1.33689382504328 0.000125995850512434 0.000311052255952571 197
cluster_38 1.31854873666857 0.000157424364440549 0.000376864387600101 197
cluster_10 1.36364409055734 0.00035526055432411 0.000825458346811902 201
cluster_34 1.31978898300361 0.000860580843863649 0.00194245390472081 196
cluster_59 1.27808885855446 0.000904286856329181 0.0019844072680557 194
cluster_23 1.26113205727095 0.00155684322304347 0.00332407066541715 186
cluster_47 1.18691306761982 0.0164194865473264 0.034135248348389 178
cluster_35 1.21645596010274 0.0187852956531417 0.0380522655537999 183
cluster_31 1.17784419754676 0.0414237689283774 0.0818119436335453 176
cluster_13 1.17205879227812 0.0721524038160061 0.139025363450353 174
cluster_57 1.12368444411338 0.0760068550102743 0.141146516445173 168
cluster_28 1.12710694178482 0.076826584900537 0.141146516445173 172
cluster_42 1.16644878354156 0.0819015842072248 0.14705057164479 173
cluster_46 1.11860969910767 0.0883044503729206 0.155023368432461 168
cluster_63 1.10103477967544 0.122270411634505 0.209986141720128 170
cluster_41 1.10944393635378 0.126032110014508 0.211841206194598 161
cluster_14 1.10357646828389 0.135242554431653 0.222586704168762 167
cluster_32 1.06752613372014 0.231584594123803 0.373371080322049 167
cluster_7 1.03450614446828 0.351659805799564 0.547286214404137 155
cluster_49 1.03295221824792 0.353311353602671 0.547286214404137 157
cluster_51 1.02910557959074 0.384917353027986 0.584778286330979 156
cluster_76 1.01079793960826 0.464668765837623 0.692619481154193 153
cluster_65 0.99886974903188 0.514364205468157 0.752495782073786 168
cluster_52 0.978850004450588 0.583118076733471 0.837569601126259 146
cluster_19 0.978964193788751 0.612652713937667 0.864277935733495 151
cluster_62 0.967508529442584 0.656068689926635 0.909288184284284 144
cluster_5 0.937928520098202 0.733943491923984 0.999681652793012 140
cluster_74 0.901748094702062 0.885930550506305 0.99999999999999 139
cluster_27 0.866366005649877 0.946034154060208 0.99999999999999 126
cluster_11 0.866076310951678 0.954481942662446 0.99999999999999 133
cluster_79 0.838062535505975 0.9600609395759 0.99999999999999 123
cluster_70 0.855951022364693 0.962383626393657 0.99999999999999 132
cluster_43 0.8188079560109 0.967942190883691 0.99999999999999 125
cluster_2 0.837101362512286 0.971551693901404 0.99999999999999 125
cluster_60 0.841443939355601 0.975570275176788 0.99999999999999 125
cluster_58 0.811731599885237 0.992343521500054 0.99999999999999 126
cluster_61 0.72018030056276 0.996526884917829 0.99999999999999 107
cluster_25 0.718816196217426 0.999693271060279 0.99999999999999 105
cluster_40 0.676018444592247 0.999888702192844 0.99999999999999 103
cluster_15 0.593646118487316 0.999955957438765 0.99999999999999 88
cluster_26 0.538995921942381 0.99999653631747 0.99999999999999 81
cluster_44 0.626171763523721 0.999998486590632 0.99999999999999 93
cluster_24 0.624396091869498 0.999998801257038 0.99999999999999 94
cluster_17 0.617347317372283 0.999999296463856 0.99999999999999 93
cluster_29 0.547656600169177 0.999999998507141 0.99999999999999 84
cluster_77 0.506793121004876 0.99999999997844 0.99999999999999 78
cluster_50 0.396597012662409 0.999999999999551 0.99999999999999 61
cluster_53 0.35503849612751 0.99999999999999 0.99999999999999 52
